coverage,length_score,structure_score,hedge_count,word_count_norm,score
0.789,0.719,0.293,0,0.614,75
0.366,0.515,0.739,0,0.641,66
0.95,0.07,0.218,2,0.0,64
0.816,0.737,0.19,0,0.625,83
0.879,0.645,0.627,1,0.523,80
0.008,0.09,0.245,0,0.087,41
0.553,0.345,0.533,2,0.336,59
0.087,0.456,0.787,0,0.45,57
0.747,0.363,0.628,0,0.254,73
0.571,0.033,0.142,0,0.036,64
0.67,0.454,0.9,1,0.376,69
0.053,0.869,0.718,0,0.913,61
0.457,0.215,0.443,1,0.283,63
0.655,0.967,0.957,0,0.915,84
0.577,0.567,0.615,1,0.541,66
0.101,0.427,0.327,2,0.453,46
0.236,0.551,0.236,0,0.499,58
0.964,0.789,0.856,1,0.7,89
0.308,0.418,0.489,1,0.407,60
0.493,0.162,0.393,0,0.295,63
0.261,0.254,0.811,2,0.253,54
0.116,0.893,0.604,2,1.0,55
0.187,0.174,0.07,0,0.123,52
0.596,0.76,0.911,1,0.644,77
0.895,0.327,0.58,1,0.461,76
0.131,0.028,0.675,0,0.0,50
0.729,0.726,0.054,0,0.628,82
0.265,0.554,0.607,1,0.669,60
0.506,0.569,0.349,0,0.627,73
0.879,0.667,0.357,0,0.708,82
0.061,0.838,0.751,2,0.919,51
0.278,0.302,0.923,1,0.177,59
0.794,0.321,0.46,0,0.422,72
0.21,0.728,0.899,2,0.606,62
0.643,0.167,0.927,1,0.242,70
0.092,0.199,0.277,2,0.269,36
0.612,0.196,0.005,0,0.344,58
0.687,0.5,0.609,0,0.394,72
0.151,0.152,0.207,0,0.262,55
0.96,0.41,0.753,0,0.276,87
0.746,0.089,0.113,0,0.0,72
0.042,0.618,0.032,0,0.685,55
0.926,0.76,0.932,0,0.888,96
0.214,0.294,0.192,0,0.245,54
0.66,0.455,0.877,2,0.395,68
0.15,0.785,0.176,0,0.72,64
0.683,0.625,0.141,0,0.733,75
0.327,0.135,0.596,0,0.024,63
0.591,0.701,0.367,0,0.767,79
0.066,0.742,0.655,2,0.871,55
0.569,0.345,0.779,1,0.344,61
0.097,0.969,0.119,0,0.876,67
0.55,0.54,0.387,2,0.667,58
0.027,0.942,0.888,2,0.839,52
0.482,0.054,0.123,1,0.0,49
0.495,0.06,0.599,0,0.043,66
0.085,0.426,0.591,0,0.344,52
0.281,0.65,0.901,0,0.596,75
0.159,0.879,0.632,0,0.796,70
0.285,0.25,0.125,1,0.209,55
0.957,0.564,0.768,0,0.525,93
0.308,0.065,0.443,1,0.149,49
0.285,0.844,0.946,0,0.838,69
0.837,0.251,0.434,0,0.114,70
0.119,0.784,0.123,0,0.642,64
0.793,0.554,0.1,0,0.487,82
0.489,0.424,0.043,0,0.429,67
0.67,0.448,0.148,0,0.559,66
0.343,0.061,0.084,1,0.0,47
0.247,0.462,0.229,0,0.603,62
0.288,0.97,0.954,0,0.91,80
0.175,0.704,0.025,1,0.685,52
0.859,0.676,0.447,1,0.655,76
0.03,0.12,0.005,0,0.27,47
0.777,0.607,0.157,2,0.733,67
0.254,0.437,0.394,2,0.332,48
0.064,0.241,0.138,2,0.234,32
0.98,0.403,0.426,0,0.543,84
0.025,0.068,0.116,0,0.095,45
0.124,0.252,0.02,1,0.181,41
0.768,0.552,0.821,1,0.629,82
0.631,0.27,0.003,0,0.32,68
0.317,0.172,0.256,1,0.173,54
0.298,0.83,0.822,0,0.915,73
0.493,0.224,0.065,0,0.251,63
0.814,0.382,0.557,0,0.263,83
0.955,0.148,0.485,0,0.144,79
0.248,0.831,0.762,0,0.736,73
0.967,0.67,0.595,1,0.691,79
0.611,0.807,0.067,2,0.93,61
0.431,0.988,0.66,0,0.902,73
0.461,0.904,0.844,0,0.781,74
0.158,0.665,0.027,2,0.713,44
0.85,0.902,0.546,2,0.777,77
0.702,0.615,0.513,1,0.73,77
0.449,0.147,0.112,0,0.286,61
0.538,0.626,0.965,1,0.628,77
0.851,0.971,0.928,0,0.912,90
0.758,0.451,0.88,0,0.458,84
0.233,0.983,0.973,0,0.964,69
0.173,0.812,0.26,0,0.788,61
0.667,0.829,0.18,0,0.793,73
0.596,0.092,0.648,0,0.222,67
0.5,0.817,0.27,0,0.847,72
0.904,0.15,0.726,0,0.174,85
0.93,0.477,0.635,0,0.34,83
0.713,0.259,0.79,2,0.283,61
0.427,0.494,0.552,0,0.397,65
0.894,0.691,0.558,0,0.758,85
0.779,0.46,0.798,2,0.508,73
0.182,0.64,0.885,0,0.701,64
0.61,0.384,0.249,0,0.515,68
0.266,0.512,0.152,0,0.365,60
0.102,0.142,0.981,0,0.166,53
0.63,0.275,0.547,0,0.276,71
0.789,0.222,0.535,1,0.281,66
0.041,0.436,0.985,0,0.43,65
0.753,0.445,0.576,0,0.302,82
0.089,0.074,0.999,0,0.1,57
0.725,0.358,0.755,1,0.4,68
0.821,0.205,0.407,0,0.119,77
0.894,0.342,0.981,0,0.468,82
0.511,0.401,0.78,1,0.258,62
0.906,0.278,0.302,0,0.207,78
0.429,0.65,0.873,1,0.587,63
0.567,0.402,0.063,2,0.474,61
0.931,0.065,0.516,1,0.0,72
0.753,0.63,0.547,1,0.481,75
0.833,0.145,0.271,0,0.076,72
0.995,0.787,0.84,1,0.692,88
0.377,0.265,0.422,1,0.277,60
0.249,0.975,0.396,1,0.99,62
0.507,0.567,0.689,2,0.444,61
0.261,0.314,0.66,0,0.201,56
0.599,0.181,0.845,2,0.174,59
0.697,0.381,0.695,0,0.265,76
0.422,0.728,0.227,1,0.739,67
0.808,0.207,0.314,0,0.35,74
0.1,0.579,0.328,1,0.446,52
0.049,0.594,0.651,0,0.686,56
0.971,0.25,0.047,0,0.4,78
0.274,0.903,0.862,1,0.883,69
0.05,0.789,0.262,0,0.885,64
0.315,0.865,0.49,0,0.817,75
0.571,0.783,0.309,0,0.922,72
0.506,0.609,0.425,0,0.716,70
0.799,0.876,0.783,2,0.916,82
0.337,0.289,0.108,1,0.239,53
0.229,0.054,0.695,1,0.032,55
0.118,0.152,0.181,2,0.241,37
0.881,0.694,0.474,0,0.584,83
0.067,0.028,0.079,0,0.091,39
0.373,0.972,0.503,0,0.982,75
0.388,0.06,0.76,1,0.0,56
0.516,0.396,0.711,1,0.284,70
0.173,0.596,0.942,0,0.725,70
0.931,0.273,0.135,1,0.246,68
0.164,0.812,0.076,1,0.695,52
0.204,0.251,0.735,0,0.204,58
0.696,0.729,0.866,1,0.593,80
0.974,0.636,0.368,0,0.77,82
0.128,0.672,0.695,0,0.673,68
0.362,0.752,0.95,0,0.611,80
0.254,0.653,0.285,0,0.605,58
0.197,0.88,0.111,0,0.776,66
0.447,0.77,0.615,1,0.839,69
0.94,0.733,0.983,0,0.715,96
0.764,0.243,0.293,1,0.297,63
0.17,0.192,0.833,1,0.156,48
0.073,0.475,0.714,1,0.488,57
0.067,0.784,0.962,2,0.647,54
0.635,0.033,0.609,2,0.177,55
0.545,0.83,0.267,0,0.779,72
0.306,0.036,0.921,1,0.122,58
0.515,0.715,0.396,0,0.717,73
0.067,0.425,0.989,0,0.351,65
0.956,0.262,0.427,2,0.272,73
0.879,0.688,0.475,1,0.603,83
0.552,0.016,0.686,2,0.139,58
0.32,0.644,0.123,1,0.631,58
0.661,0.874,0.735,2,0.911,75
0.988,0.528,0.776,2,0.585,74
0.993,0.315,0.579,0,0.416,78
0.84,0.681,0.254,0,0.542,77
0.729,0.598,0.748,0,0.661,78
0.132,0.204,0.557,0,0.232,49
0.235,0.568,0.103,0,0.714,61
0.5,0.392,0.817,1,0.305,62
0.867,0.924,0.712,1,1.0,83
0.121,0.816,0.015,0,0.719,53
0.063,0.522,0.461,0,0.406,61
0.508,0.631,0.671,1,0.757,71
0.715,0.122,0.548,2,0.061,59
0.797,0.289,0.917,0,0.408,77
0.319,0.244,0.943,1,0.247,54
0.483,0.421,0.751,2,0.436,56
0.315,0.409,0.982,0,0.509,71
0.035,0.199,0.773,0,0.186,55
0.916,0.004,0.817,0,0.137,83
0.588,0.438,0.075,0,0.559,62
0.433,0.897,0.39,0,0.775,68
0.647,0.916,0.299,0,0.979,83
0.892,0.943,0.987,0,1.0,96
0.101,0.614,0.922,1,0.545,60
0.042,0.615,0.367,1,0.693,50
0.548,0.294,0.141,1,0.362,60
0.405,0.388,0.459,0,0.396,65
0.558,0.52,0.635,0,0.512,80
0.66,0.485,0.614,0,0.344,80
0.429,0.363,0.844,1,0.349,62
0.693,0.237,0.022,0,0.127,71
0.764,0.359,0.849,1,0.366,75
0.873,0.38,0.303,0,0.396,72
0.944,0.897,0.369,0,1.0,93
0.361,0.51,0.972,0,0.498,70
0.706,0.671,0.138,0,0.637,72
0.075,0.542,0.797,1,0.557,52
0.609,0.592,0.94,0,0.522,75
0.603,0.478,0.512,0,0.463,77
0.882,0.913,0.264,1,0.873,87
0.105,0.554,0.681,0,0.55,64
0.319,0.78,0.126,2,0.803,51
0.87,0.497,0.0,1,0.352,75
0.063,0.399,0.925,0,0.372,64
0.459,0.211,0.136,2,0.32,56
0.503,0.92,0.611,1,1.0,71
0.058,0.485,0.652,2,0.49,43
0.262,0.453,0.09,0,0.325,63
0.542,0.931,0.772,0,0.925,77
0.351,0.562,0.698,0,0.439,69
0.975,0.61,0.844,2,0.493,84
0.086,0.186,0.081,0,0.259,44
0.817,0.794,0.053,1,0.685,70
0.462,0.81,0.594,1,0.664,76
0.256,0.701,0.988,0,0.814,72
0.312,0.711,0.699,0,0.804,65
0.567,0.468,0.593,1,0.382,72
0.345,0.595,0.279,0,0.675,64
0.733,0.959,0.793,1,1.0,89
0.202,0.311,0.538,0,0.432,60
0.071,0.258,0.045,0,0.34,49
0.403,0.685,0.069,0,0.599,70
0.791,0.36,0.256,2,0.474,61
0.871,0.151,0.53,0,0.26,82
0.435,0.745,0.448,1,0.759,73
0.996,0.891,0.931,1,0.8,90
0.177,0.8,0.383,2,0.922,60
0.298,0.915,0.54,0,0.865,71
0.444,0.277,0.05,0,0.262,58
0.08,0.961,0.159,1,0.866,60
0.594,0.541,0.333,2,0.488,57
0.629,0.309,0.028,1,0.19,58
0.951,0.997,0.463,1,1.0,83
0.986,0.019,0.329,0,0.08,75
0.389,0.687,0.177,1,0.544,64
0.371,0.234,0.818,0,0.294,59
0.177,0.001,0.083,0,0.0,51
0.785,0.9,0.357,0,0.753,89
0.76,0.7,0.051,0,0.583,74
0.719,0.183,0.879,2,0.229,67
0.26,0.634,0.618,0,0.615,60
0.835,0.1,0.443,0,0.203,73
0.551,0.931,0.708,1,0.983,78
0.913,0.666,0.829,0,0.519,88
0.957,0.622,0.97,2,0.688,78
0.897,0.119,0.277,0,0.25,78
0.428,0.506,0.699,2,0.441,55
0.3,0.613,0.094,0,0.76,60
0.615,0.892,0.96,0,0.846,88
0.909,0.686,0.34,0,0.644,80
0.059,0.964,0.569,1,0.818,54
0.571,0.943,0.909,1,0.811,80
0.717,0.478,0.044,1,0.597,73
0.501,0.694,0.125,0,0.743,71
0.289,0.581,0.963,0,0.69,64
0.393,0.458,0.759,2,0.355,56
0.218,0.633,0.828,0,0.631,72
0.313,0.13,0.391,0,0.012,57
0.184,0.061,0.187,1,0.122,40
0.789,0.308,0.856,0,0.163,83
0.571,0.643,0.892,2,0.696,67
0.006,0.764,0.541,0,0.767,56
0.151,0.903,0.088,0,0.886,66
0.616,0.006,0.896,0,0.143,74
0.457,0.754,0.996,1,0.841,74
0.323,0.566,0.186,0,0.594,64
0.423,0.167,0.046,2,0.089,49
0.882,0.797,0.885,0,0.784,90
0.187,0.256,0.983,0,0.314,56
0.907,0.115,0.801,2,0.014,72
0.551,0.181,0.431,0,0.061,69
0.726,0.171,0.353,1,0.257,65
0.91,0.723,0.686,1,0.601,79
0.112,0.437,0.536,0,0.452,52
0.589,0.313,0.75,1,0.455,63
0.691,0.382,0.517,1,0.247,75
0.34,0.236,0.535,2,0.296,55
0.067,0.979,0.609,0,0.982,67
0.899,0.804,0.276,0,0.914,88
0.995,0.138,0.722,0,0.037,76
0.551,0.615,0.537,1,0.743,75
0.135,0.946,0.059,0,0.879,62
0.279,0.211,0.132,1,0.319,52
0.066,0.974,0.957,1,1.0,61
0.01,0.127,0.627,0,0.015,50
0.979,0.277,0.714,0,0.193,79
0.717,0.498,0.85,0,0.557,76
0.373,0.194,0.899,2,0.083,50
0.335,0.047,0.253,0,0.0,60
0.057,0.715,0.595,2,0.697,50
0.398,0.585,0.611,0,0.475,64
0.023,0.162,0.598,0,0.217,53
0.978,0.074,0.299,2,0.106,70
0.159,0.749,0.531,0,0.882,58
0.248,0.965,0.541,0,0.835,69
0.162,0.567,0.801,0,0.699,62
0.014,0.056,0.406,0,0.197,45
0.97,0.393,0.954,0,0.358,90
0.93,0.084,0.512,0,0.043,71
0.581,0.779,0.783,0,0.826,80
0.431,0.98,0.685,1,1.0,76
0.568,0.344,0.302,1,0.307,62
0.129,0.169,0.135,2,0.054,36
0.147,0.216,0.411,0,0.342,56
0.941,0.555,0.321,1,0.45,80
0.85,0.636,0.955,1,0.706,89
0.594,0.687,0.098,1,0.816,63
0.24,0.311,0.821,0,0.358,62
0.38,0.221,0.56,2,0.143,47
0.966,0.989,0.947,0,1.0,100
0.365,0.236,0.246,0,0.371,53
0.69,0.078,0.706,0,0.183,71
0.406,0.374,0.719,0,0.483,70
0.39,0.69,0.675,0,0.639,71
0.587,0.895,0.797,0,0.962,88
0.916,0.336,0.199,0,0.317,78
0.991,0.271,0.387,1,0.299,75
0.962,0.064,0.209,0,0.0,70
0.286,0.022,0.698,0,0.044,62
0.937,0.917,0.306,0,1.0,86
0.399,0.143,0.787,0,0.166,62
0.844,0.182,0.853,0,0.036,83
0.276,0.24,0.777,1,0.386,53
0.385,0.933,0.286,1,1.0,69
0.584,0.248,0.897,0,0.343,70
0.317,0.309,0.718,0,0.295,62
0.658,0.458,0.104,1,0.579,60
0.646,0.731,0.496,1,0.828,79
0.142,0.12,0.368,1,0.104,50
0.557,0.318,0.209,2,0.459,53
0.896,0.433,0.906,2,0.421,73
0.68,0.89,0.498,0,0.889,84
0.164,0.648,0.816,0,0.705,64
0.341,0.742,0.148,0,0.731,61
0.43,0.682,0.407,0,0.672,65
0.911,0.646,0.047,2,0.685,70
0.153,0.439,0.537,0,0.567,57
0.649,0.658,0.046,0,0.784,73
0.682,0.729,0.066,0,0.675,78
0.945,0.12,0.026,0,0.038,74
0.792,0.769,0.218,0,0.778,83
0.087,0.993,0.908,0,0.879,68
0.346,0.709,0.518,0,0.612,72
0.601,0.186,0.726,2,0.181,57
0.128,0.374,0.615,2,0.492,49
0.213,0.235,0.169,1,0.293,52
0.227,0.616,0.894,1,0.648,56
0.364,0.474,0.693,2,0.573,60
0.226,0.227,0.427,1,0.182,45
0.397,0.907,0.551,0,0.771,71
0.607,0.788,0.121,1,0.88,74
0.2,0.039,0.014,0,0.0,42
0.645,0.952,0.98,0,1.0,88
0.56,0.962,0.706,2,0.96,76
0.63,0.923,0.762,1,1.0,83
0.478,0.324,0.754,0,0.218,74
0.964,0.982,0.982,0,1.0,100
0.508,0.635,0.754,0,0.561,71
0.56,0.67,0.741,0,0.735,79
0.685,0.86,0.179,0,0.832,78
0.821,0.618,0.993,0,0.579,82
0.39,0.833,0.635,1,0.827,72
0.067,0.648,0.532,0,0.617,63
0.276,0.828,0.006,1,0.773,63
0.95,0.772,0.653,0,0.667,95
0.072,0.775,0.175,1,0.642,56
0.664,0.229,0.828,0,0.276,72
0.314,0.277,0.476,0,0.223,61
0.799,0.937,0.66,0,0.813,95
0.268,0.077,0.766,1,0.03,52
0.017,0.933,0.091,1,0.896,59
0.591,0.451,0.497,2,0.356,62
0.001,0.137,0.254,0,0.28,47
0.071,0.867,0.496,0,0.936,58
0.307,0.941,0.572,2,1.0,67
0.62,0.463,0.567,0,0.435,75
0.523,0.216,0.165,0,0.334,59
0.798,0.985,0.185,0,1.0,87
0.028,0.959,0.695,1,0.969,60
0.545,0.352,0.841,0,0.484,74
0.9,0.698,0.309,0,0.729,86
0.382,0.309,0.031,1,0.361,57
0.637,0.182,0.125,0,0.08,66
0.352,0.024,0.349,2,0.0,51
0.563,0.456,0.922,0,0.308,70
0.14,0.968,0.464,0,0.911,69
0.435,0.401,0.572,1,0.386,60
0.941,0.42,0.201,0,0.398,86
0.257,0.331,0.023,0,0.287,57
0.47,0.038,0.739,0,0.058,65
0.963,0.441,0.11,1,0.461,73
0.569,0.38,0.321,0,0.438,69
0.719,0.179,0.35,0,0.188,69
0.674,0.427,0.235,0,0.533,73
0.916,0.621,0.56,1,0.7,82
0.349,0.282,0.657,0,0.222,61
0.262,0.901,0.923,1,0.817,71
0.786,0.792,0.305,0,0.761,88
0.589,0.753,0.242,1,0.886,67
0.578,0.285,0.575,0,0.398,67
0.526,0.676,0.657,1,0.577,67
0.593,0.501,0.128,1,0.494,69
0.988,0.669,0.533,2,0.784,80
0.934,0.1,0.158,0,0.249,76
0.446,0.061,0.173,2,0.055,42
0.327,0.899,0.519,0,0.835,74
0.413,0.337,0.8,0,0.445,63
0.244,0.043,0.278,0,0.147,50
0.064,0.724,0.223,0,0.821,53
0.737,0.356,0.136,0,0.267,76
0.333,0.393,0.356,1,0.421,53
0.582,0.628,0.84,0,0.645,77
0.806,0.923,0.609,0,0.851,87
0.298,0.259,0.327,0,0.175,52
0.935,0.551,0.048,0,0.49,77
0.829,0.158,0.671,0,0.018,73
0.31,0.293,0.265,0,0.34,52
0.232,0.451,0.579,1,0.523,58
0.658,0.781,0.54,0,0.641,84
0.989,0.651,0.711,0,0.672,88
0.753,0.959,0.153,2,1.0,75
0.972,0.438,0.286,0,0.367,88
0.302,0.841,0.058,0,0.852,69
0.367,0.047,0.162,1,0.08,47
0.391,0.181,0.752,1,0.293,63
0.159,0.201,0.52,0,0.238,51
0.136,0.134,0.401,0,0.049,55
0.23,0.219,0.254,0,0.201,57
0.123,0.901,0.783,0,1.0,62
0.856,0.142,0.478,1,0.096,73
0.249,0.748,0.174,1,0.709,53
0.942,0.173,0.231,1,0.19,68
0.488,0.235,0.217,1,0.36,61
0.047,0.54,0.458,2,0.564,49
0.999,0.771,0.091,1,0.67,78
0.797,0.293,0.881,0,0.275,84
0.414,0.831,0.661,1,0.82,73
0.102,0.917,0.642,1,0.916,65
0.414,0.622,0.832,2,0.527,60
0.386,0.64,0.227,2,0.766,52
0.678,0.629,0.339,2,0.758,63
0.317,0.04,0.956,2,0.096,49
0.758,0.282,0.255,1,0.349,63
0.247,0.249,0.188,1,0.33,44
0.186,0.13,0.086,0,0.016,49
0.514,0.236,0.347,1,0.252,63
0.743,0.05,0.916,0,0.036,68
0.824,0.291,0.036,1,0.421,68
0.353,0.588,0.619,0,0.646,64
0.318,0.886,0.764,0,0.767,70
0.905,0.945,0.748,0,0.861,93
0.164,0.361,0.289,0,0.245,51
0.679,0.685,0.261,1,0.65,77
0.909,0.74,0.002,1,0.835,74
0.29,0.302,0.877,2,0.158,54
0.519,0.509,0.58,0,0.363,71
0.804,0.01,0.374,1,0.0,65
0.349,0.612,0.875,0,0.698,70
0.257,0.702,0.182,0,0.742,59
0.948,0.598,0.317,0,0.528,84
0.498,0.319,0.17,0,0.339,58
0.081,0.399,0.543,0,0.492,51
0.654,0.573,0.927,0,0.601,76
0.323,0.865,0.929,0,0.781,71
0.318,0.757,0.701,0,0.677,68
0.668,0.812,0.646,0,0.91,85
0.664,0.954,0.043,0,0.827,81
0.624,0.027,0.669,0,0.0,64
0.107,0.655,0.76,0,0.518,64
0.852,0.224,0.856,0,0.32,75
0.851,0.094,0.829,2,0.0,70
0.511,0.912,0.113,0,0.923,78
0.543,0.536,0.991,0,0.654,72
0.583,0.531,0.262,1,0.399,64
0.306,0.134,0.837,0,0.0,59
0.57,0.502,0.932,0,0.543,76
0.832,0.521,0.776,0,0.562,81
0.87,0.749,0.775,0,0.778,92
0.218,0.659,0.112,0,0.723,59
0.145,0.075,0.183,0,0.132,42
0.163,0.253,0.217,0,0.187,52
0.511,0.88,0.772,1,0.99,70
0.863,0.447,0.825,0,0.473,85
0.613,0.575,0.527,1,0.473,73
0.111,0.55,0.057,0,0.527,48
0.688,0.168,0.002,0,0.122,61
0.161,0.337,0.544,0,0.449,51
0.632,0.327,0.179,0,0.443,73
0.55,0.002,0.355,1,0.0,55
0.81,0.171,0.778,2,0.204,61
0.398,0.698,0.164,0,0.775,72
0.858,0.177,0.556,0,0.292,76
0.893,0.673,0.883,0,0.587,89
0.9,0.083,0.336,0,0.198,79
0.913,0.75,0.768,0,0.719,86
0.434,0.305,0.777,0,0.447,63
0.664,0.791,0.201,0,0.856,73
0.673,0.849,0.731,0,0.804,80
0.737,0.728,0.063,0,0.676,83
0.736,0.7,0.406,0,0.698,75
0.043,0.756,0.723,2,0.781,46
0.899,0.538,0.1,1,0.632,71
0.075,0.127,0.607,0,0.012,56
0.695,0.352,0.593,1,0.458,71
0.541,0.299,0.661,0,0.369,64
0.716,0.732,0.701,0,0.693,89
0.399,0.384,0.171,2,0.34,55
0.138,0.448,0.308,1,0.476,55
0.163,0.326,0.602,1,0.307,54
0.764,0.738,0.887,1,0.846,76
0.268,0.475,0.765,0,0.452,71
0.305,0.764,0.574,0,0.759,70
0.553,0.595,0.307,1,0.594,67
0.686,0.851,0.284,0,0.724,80
0.803,0.802,0.847,0,0.775,86
0.839,0.519,0.63,0,0.489,83
0.808,0.107,0.381,2,0.132,56
0.29,0.01,0.605,1,0.052,54
0.876,0.327,0.171,2,0.443,60
0.398,0.961,0.039,0,0.898,72
0.061,0.84,0.179,1,0.94,52
0.104,0.221,0.556,1,0.243,44
0.666,0.041,0.482,1,0.135,62
0.619,0.737,0.262,2,0.81,61
0.348,0.984,0.237,0,1.0,71
0.371,0.013,0.001,0,0.067,55
0.76,0.403,0.592,2,0.487,66
0.203,0.911,0.95,0,0.849,73
0.767,0.192,0.438,1,0.241,72
0.294,0.449,0.052,2,0.443,51
0.02,0.118,0.472,0,0.231,51
0.031,0.631,0.204,0,0.748,50
0.231,0.919,0.303,0,0.808,68
0.043,0.484,0.665,0,0.502,62
0.819,0.374,0.301,0,0.337,79
0.126,0.324,0.344,1,0.305,48
0.315,0.425,0.178,2,0.329,51
0.332,0.215,0.635,1,0.153,59
0.259,0.307,0.901,0,0.319,65
0.326,0.597,0.601,0,0.498,71
0.818,0.534,0.313,0,0.633,85
0.287,0.729,0.218,0,0.789,69
0.596,0.003,0.249,0,0.051,67
0.931,0.068,0.717,0,0.0,82
0.143,0.97,0.495,0,1.0,67
0.546,0.246,0.347,0,0.31,63
0.325,0.181,0.669,0,0.235,59
0.713,0.313,0.406,1,0.261,66
0.084,0.067,0.336,0,0.076,49
0.363,0.599,0.258,0,0.541,65
0.765,0.639,0.357,0,0.578,84
0.732,0.853,0.296,2,0.94,71
0.356,0.3,0.806,1,0.288,57
0.847,0.603,0.037,0,0.599,79
0.222,0.125,0.218,0,0.237,46
0.201,0.825,0.521,1,0.969,61
0.037,0.474,0.535,0,0.568,56
0.353,0.174,0.543,0,0.027,64
0.435,0.316,0.063,0,0.203,63
0.409,0.832,0.213,0,0.901,70
0.806,0.512,0.102,1,0.621,69
0.686,0.188,0.279,0,0.187,71
0.443,0.379,0.163,2,0.348,58
0.987,0.224,0.814,0,0.25,85
0.889,0.629,0.43,0,0.495,85
0.586,0.029,0.037,0,0.039,60
0.48,0.577,0.531,0,0.677,73
0.34,0.095,0.085,1,0.068,49
0.905,0.17,0.295,0,0.241,75
0.517,0.619,0.939,2,0.67,70
0.583,0.438,0.561,0,0.535,77
0.329,0.71,0.349,1,0.598,62
0.111,0.592,0.179,0,0.574,57
0.731,0.609,0.897,2,0.648,68
0.138,0.529,0.188,1,0.651,50
0.082,0.014,0.328,1,0.023,46
0.263,0.329,0.099,0,0.417,52
0.496,0.874,0.523,0,1.0,72
0.182,0.218,0.03,1,0.219,48
0.849,0.114,0.082,0,0.147,76
0.834,0.08,0.945,0,0.103,82
0.023,0.795,0.657,2,0.935,54
0.63,0.167,0.105,0,0.19,63
0.148,0.861,0.925,1,0.773,68
0.374,0.628,0.657,1,0.629,68
0.755,0.465,0.749,2,0.566,68
0.127,0.395,0.746,0,0.282,56
0.584,0.01,0.959,1,0.0,64
0.474,0.134,0.866,0,0.02,69
0.042,0.059,0.531,2,0.07,33
0.502,0.123,0.283,0,0.237,59
0.715,0.207,0.07,0,0.337,71
0.531,0.206,0.758,0,0.331,63
0.69,0.51,0.6,1,0.434,70
0.798,0.06,0.007,0,0.073,72
0.977,0.842,0.43,0,0.882,88
0.666,0.086,0.334,0,0.182,63
0.487,0.186,0.347,0,0.066,60
0.393,0.679,0.043,0,0.78,70
0.472,0.182,0.028,0,0.195,58
0.766,0.378,0.005,0,0.316,72
0.378,0.255,0.069,1,0.31,47
0.893,0.623,0.697,0,0.663,83
0.535,0.818,0.919,0,0.916,76
0.373,0.124,0.189,1,0.138,47
0.98,0.008,0.143,0,0.0,69
0.857,0.872,0.263,0,0.925,85
0.529,0.579,0.592,2,0.492,58
0.412,0.797,0.418,0,0.725,75
0.917,0.86,0.627,1,0.986,87
0.173,0.537,0.858,1,0.54,62
0.871,0.754,0.351,2,0.816,79
0.767,0.538,0.893,0,0.642,79
0.266,0.197,0.642,0,0.289,64
0.985,0.789,0.758,2,0.889,81
0.721,0.829,0.203,0,0.856,83
0.901,0.507,0.206,0,0.49,83
0.962,0.222,0.234,0,0.157,77
0.014,0.251,0.233,0,0.283,49
0.113,0.952,0.193,2,0.993,52
0.023,0.545,0.396,0,0.474,51
0.04,0.262,0.655,0,0.371,49
0.085,0.035,0.652,0,0.024,44
0.758,0.066,0.057,1,0.064,62
0.704,0.1,0.215,0,0.061,70
0.84,0.643,0.059,0,0.707,77
0.955,0.924,0.144,0,0.937,88
0.587,0.735,0.475,1,0.702,69
0.933,0.407,0.183,0,0.28,79
0.299,0.144,0.29,0,0.244,57
0.673,0.172,0.1,1,0.271,55
0.192,0.383,0.432,1,0.347,47
0.012,0.546,0.449,1,0.447,55
0.151,0.035,0.595,2,0.123,40
0.803,0.721,0.07,0,0.63,85
0.583,0.01,0.465,1,0.0,53
0.495,0.137,0.955,1,0.277,57
0.461,0.615,0.089,2,0.699,59
0.172,0.094,0.204,2,0.058,34
0.509,0.885,0.655,0,0.778,74
0.804,0.254,0.87,1,0.336,77
0.792,0.999,0.111,0,1.0,90
0.068,0.834,0.455,0,0.757,56
0.978,0.825,0.76,0,0.932,99
0.132,0.361,0.093,0,0.216,50
0.215,0.588,0.755,0,0.724,70
0.664,0.017,0.272,1,0.114,63
0.474,0.18,0.617,0,0.232,64
0.626,0.316,0.225,0,0.307,63
0.466,0.818,0.72,0,0.959,79
0.27,0.345,0.692,1,0.357,52
0.037,0.106,0.575,0,0.052,54
0.581,0.842,0.171,0,0.854,74
0.757,0.286,0.607,1,0.401,68
0.556,0.791,0.908,1,0.843,72
0.464,0.999,0.908,1,1.0,75
0.259,0.511,0.231,2,0.558,56
0.977,0.11,0.033,0,0.146,74
0.086,0.301,0.05,1,0.372,47
0.933,0.769,0.942,0,0.737,99
0.625,0.834,0.785,0,0.768,80
0.437,0.449,0.951,1,0.346,63
0.965,0.41,0.274,0,0.304,85
0.168,0.998,0.199,1,0.996,66
0.148,0.015,0.903,0,0.129,57
0.002,0.021,0.549,0,0.0,43
0.714,0.403,0.239,0,0.437,67
0.521,0.768,0.568,0,0.654,72
0.798,0.023,0.955,2,0.0,66
0.741,0.152,0.235,1,0.15,69
0.742,0.582,0.532,2,0.605,69
0.716,0.045,0.009,2,0.115,51
0.989,0.951,0.943,2,1.0,87
1.0,0.389,0.041,0,0.515,83
0.972,0.515,0.684,0,0.495,92
0.723,0.244,0.446,0,0.251,67
0.092,0.604,0.646,1,0.532,55
0.759,0.963,0.309,0,0.87,82
